X;Y;X_fit_1;X_fit_2
[1, 2, 4, 3];0.01617578882887915;[0.06661445263604789];[0.06661445263604601, -0.09019280852047061]
[32, 2, 2, 0];0.0248068215519119;[-0.3642387276236693];[-0.36423872762366044, -0.29962982027542195]
[8, 8, 1, 3];0.2069452910846082;[-0.050030495528700425];[-0.05003049552870266, -0.038722292772937664]
[128, 1, 8, 4];0.0030768308750673086;[-1.5987289321577156];[-1.5987289321576983, -1.0199582919531291]
[32, 16, 1, 0];0.17727210672700197;[-0.36882793354308424];[-0.36882793354307813, -0.0924204069090533]
[2, 32, 8, 1];0.4694604258436231;[0.09380065225131005];[0.09380065225130678, 0.3179096298053505]
[8, 8, 32, 1];0.13690502780991093;[0.20426060191495482];[0.2042606019149593, -0.18435760049940728]
[1, 1, 4, 2];0.0081528191023406;[0.06635632887120417];[0.06635632887120449, -0.10465791567860885]
[1, 64, 8, 2];0.2100913445139939;[0.11542988056516186];[0.11542988056514995, 0.7878521826740834]
[8, 16, 1, 0];0.42314997992304876;[-0.04796550540996037];[-0.04796550540995814, 0.07699856449214214]
[64, 1, 4, 3];0.006736013690436993;[-0.7759075449782453];[-0.7759075449782368, -0.5493827156067442]
[4, 16, 16, 3];0.0468358380929847;[0.12855564535378403];[0.1285556453537809, 0.0347663624386826]
[1, 256, 2, 0];0.18900356745544641;[0.1157720116516967];[0.11577201165165026, 3.5933402359509614]
[16, 32, 8, 1];0.35453909821714336;[-0.09336909749301218];[-0.09336909749301328, 0.21908189648798665]
[32, 16, 2, 1];0.19897372823664602;[-0.36062499491586864];[-0.3606249949158645, -0.09711832006151755]
[2, 32, 256, 1];0.24897614101532833;[2.128129431800567];[2.128129431800585, -0.8471728320063674]
[4, 4, 4, 2];0.12209270956185532;[0.027022896649092184];[0.027022896649092402, -0.08243996562935069]
[2, 32, 1, 1];0.47233066816750796;[0.03638008186080691];[0.03638008186080293, 0.35079502187261685]
[64, 2, 1, 1];0.0237135714287026;[-0.8002582370950484];[-0.8002582370950365, -0.5208238689912134]
[1, 64, 2, 3];0.2026827392421806;[0.06621224880187428];[0.06621224880186007, 0.8160396615888854]
[16, 2, 1, 4];0.09050915292747676;[-0.15853338082879787];[-0.15853338082879972, -0.18198592618881548]
[1, 32, 2, 5];0.1923240246076715;[0.057952288326905375];[0.05795228832689332, 0.3531562325285429]
[64, 1, 1, 3];0.011808918669112246;[-0.8005163608598894];[-0.8005163608598814, -0.5352889761493443]
[1, 2, 2, 1];0.01621443738173766;[0.05020857538161667];[0.050208575381618575, -0.08079698221554206]
[4, 1, 16, 5];0.031227159163651787;[0.12468378888114319];[0.12468378888113908, -0.18221024493335058]
[2, 8, 32, 5];0.12052983546246152;[0.28447620894823933];[0.2844762089482348, -0.14200285764909887]
[2, 4, 64, 2];0.010702737572761722;[0.545937749959737];[0.5459377499597423, -0.35019650716058076]
[1, 64, 16, 1];0.32032460543391456;[0.18105338958287898];[0.18105338958286987, 0.7502688774543481]
[4, 8, 4, 0];0.24362327164314493;[0.028055391708461733];[0.028055391708465074, -0.024579536996812156]
[32, 2, 16, 3];0.012982882425562631;[-0.24939758684266025];[-0.24939758684265617, -0.3654006044099472]
[2, 4, 2, 3];0.06320513700202043;[0.03735555507242391];[0.037355555072421616, -0.05892589170764888]
[2, 64, 2, 3];0.4104466869192126;[0.05284298096299414];[0.052842980962979895, 0.808980537780502]
[4, 128, 2, 2];0.03159611900260274;[0.04262436623517465];[0.04262436623515007, 1.7206291482844283]
[1, 128, 2, 0];0.05249545677436325;[0.0827321697518134];[0.0827321697517923, 1.7418065197095725]
[32, 2, 16, 0];0.02659519546062023;[-0.2493975868426629];[-0.2493975868426528, -0.3654006044099544]
[4, 32, 64, 1];0.22425028991311605;[0.5264266796975751];[0.5264266796975772, 0.04070824565045445]
[64, 1, 2, 5];0.004699702112966084;[-0.7923134222326731];[-0.792313422232669, -0.5399868893018062]
[8, 8, 4, 5];0.09176082504996119;[-0.025421679647054468];[-0.02542167964706037, -0.0528160322303327]
[2, 4, 2, 2];0.06319530145164912;[0.03735555507242305];[0.03735555507242274, -0.05892589170765124]
[256, 1, 1, 3];0.003080474952752627;[-3.36741578592488];[-3.3674157859248424, -1.8906407473589066]
[256, 32, 1, 1];0.0841600393839965;[-3.359413949214755];[-3.3594139492147175, -1.4422224254567002]
[16, 4, 1, 3];0.08805784186172301;[-0.15801713329911313];[-0.15801713329911324, -0.1530557118725462]
[32, 8, 4, 4];0.20668507893235666;[-0.3462841077801793];[-0.3462841077801794, -0.22223500363153054]
[8, 16, 32, 4];0.6368119664044144;[0.20632559203370016];[0.20632559203369705, -0.06863674323431332]
[16, 32, 1, 1];0.7195183913827068;[-0.15078966788351542];[-0.15078966788351705, 0.25196728855525274]
[8, 1, 64, 4];0.04291641273738189;[0.4649477716319293];[0.46494777163193207, -0.43594657148528243]
[128, 16, 1, 4];0.04825222275297815;[-1.6522776460755761];[-1.6522776460755628, -0.770096292513825]
[1, 8, 4, 2];0.06450965700169799;[0.06816319522510401];[0.06816319522510293, -0.003402165571657882]
[1, 16, 64, 0];0.011533350233022236;[0.5624045029767294];[0.5624045029767359, -0.16955609745457226]
[4, 32, 8, 0];0.16054314727153327;[0.06706211657354885];[0.06706211657354788, 0.3037913821885818]
[32, 1, 8, 0];0.022913472462927;[-0.3152792196252236];[-0.3152792196252141, -0.3422824063483573]
[1, 1, 1, 5];0.008102664265051867;[0.04174751298956259];[0.04174751298955656, -0.09056417622120173]
[2, 4, 32, 2];0.05369018310479801;[0.2834437138888653];[0.28344371388886763, -0.1998632862816494]
[16, 2, 16, 1];0.050206414259500294;[-0.03548930142057942];[-0.03548930142057389, -0.25245462347582176]
[32, 1, 2, 1];0.021470572092670653;[-0.3644968513885112];[-0.36449685138850413, -0.31409492743355527]
[64, 2, 4, 3];0.003931577186438013;[-0.7756494212134025];[-0.7756494212133942, -0.5349176084486083]
[2, 2, 1, 4];0.0315637340589486;[0.02863636891552441];[0.02863636891552043, -0.08315819287145164]
[16, 16, 8, 1];0.6075997891677912;[-0.09749907773049761];[-0.09749907773049553, -0.012359818042186945]
[256, 64, 1, 1];0.12391807607063343;[-3.351153988739783];[-3.351153988739754, -0.9793389963963534]
[16, 4, 1, 5];0.08664743449723182;[-0.15801713329911138];[-0.15801713329911551, -0.15305571187254136]
[256, 2, 2, 1];0.013772548495174558;[-3.358954723532825];[-3.3589547235327823, -1.880873553353242]
[16, 256, 2, 4];0.1935796458830355;[-0.0847670059315024];[-0.08476700593155459, 3.487453378825224]
[2, 1, 256, 3];0.0158838453154038;[2.1201275950904397];[2.120127595090461, -1.295591153908574]
[64, 2, 16, 1];0.046708099454187926;[-0.6772141576868272];[-0.6772141576868141, -0.5912925662782125]
[64, 2, 2, 1];0.012648027648492717;[-0.7920552984678336];[-0.7920552984678217, -0.5255217821436801]
[2, 256, 4, 1];0.18470347090165412;[0.11880862106724689];[0.11880862106719844, 3.576885285837648]
[2, 2, 16, 1];0.031651175226039434;[0.1516804483237429];[0.15168044832374622, -0.15362689015845774]
[32, 1, 4, 2];0.023345133591091867;[-0.3480909741340809];[-0.3480909741340757, -0.3234907537384862]
[256, 2, 4, 4];0.006151929605963954;[-3.342548846278393];[-3.342548846278356, -1.8902693796581687]
[2, 4, 4, 1];0.06314022140279517;[0.053761432326851634];[0.05376143232685352, -0.06832171801258684]
[32, 16, 2, 3];0.00993635597955789;[-0.36062499491586686];[-0.3606249949158668, -0.09711832006151282]
[64, 8, 2, 4];0.03632399573791236;[-0.7905065558787739];[-0.7905065558787693, -0.4387311391948577]
[128, 32, 2, 4];0.07784106068904904;[-1.639944727210876];[-1.6399447272108658, -0.543352491136118]
[256, 4, 1, 4];0.012148091038172572;[-3.3666414146303514];[-3.3666414146303163, -1.8472454258844972]
[1, 16, 4, 2];0.12564421700248013;[0.0702281853438467];[0.07022818534384404, 0.11231869169342891]
[2, 4, 1, 3];0.06330569848496215;[0.029152616445209185];[0.02915261644520679, -0.054227978555182244]
[4, 4, 32, 0];0.030359439731076503;[0.25670517821110317];[0.2567051782111097, -0.2139815338984205]
[1, 32, 16, 2];0.15857340209820037;[0.17279342910790904];[0.1727934291079043, 0.28738544839400326]
[8, 16, 1, 5];0.4253410822457668;[-0.04796550540995599];[-0.04796550540996368, 0.07699856449215388]
[128, 64, 2, 1];0.2543247191873362;[-1.6316847667359078];[-1.631684766735898, -0.08046906207577781]
[4, 4, 16, 2];0.10270178679341933;[0.1254581601756691];[0.12545816017567044, -0.13881492345894997]
[8, 16, 64, 4];0.5987873053200369;[0.4688196281045719];[0.4688196281045717, -0.2189699641132446]
[4, 2, 128, 2];0.009439688594344001;[1.0436710388940345];[1.043671038894046, -0.6939114108514813]
[8, 16, 1, 4];0.6307369013531077;[-0.047965505409956866];[-0.04796550540996269, 0.07699856449215149]
[1, 1, 16, 4];0.008142680057255628;[0.16479159239778277];[0.1647915923977803, -0.1610328735082034]
[16, 8, 16, 1];0.19673461646254894;[-0.03394055883152237];[-0.03394055883151798, -0.1656639805270067]
[2, 2, 2, 4];0.03156022395907553;[0.036839307542739085];[0.03683930754273518, -0.08785610602391827]
[8, 2, 1, 5];0.05300921646429333;[-0.05157923811775567];[-0.05157923811776067, -0.12551293572174807]
[1, 64, 4, 3];0.21255746082737334;[0.0826181260563038];[0.08261812605628956, 0.8066438352839521]
[2, 4, 1, 1];0.06307314313477137;[0.029152616445207422];[0.029152616445208994, -0.05422797855518704]
[2, 8, 4, 3];0.12592035561303183;[0.05479392738622473];[0.0547939273862218, -0.010461289380038688]
[4, 16, 256, 4];0.400603021769098;[2.097260915885323];[2.097260915885339, -1.0927327941533]
[256, 1, 2, 2];0.006195161313123339;[-3.3592128472976657];[-3.3592128472976253, -1.895338660511376]
[16, 1, 2, 1];0.04490105338700718;[-0.15058856596642864];[-0.1505885659664241, -0.20114894649942505]
[2, 16, 32, 3];0.1381373903761729;[0.2865411990669802];[0.28654119906697817, -0.026282000384016787]
[1, 1, 64, 2];0.008145282044394454;[0.5585326465040886];[0.5585326465040943, -0.3865327048266051]
[32, 32, 16, 1];0.4675762807562407;[-0.2416538738973769];[-0.24165387389737478, 0.0685526103341236]
[32, 8, 1, 0];0.2000936965402689;[-0.370892923661827];[-0.37089292366181953, -0.20814126417414017]
[32, 2, 4, 5];0.016701378447550878;[-0.34783285036923545];[-0.3478328503692364, -0.30902564658034315]
[8, 16, 2, 3];0.44273696655687145;[-0.03976256678274297];[-0.039762566782746714, 0.07230065133968253]
[2, 128, 1, 3];0.02620127394779038;[0.06115996328572108];[0.0611599632856941, 1.7394453090536635]
[4, 128, 4, 4];0.41316404830205533;[0.05903024348960599];[0.059030243489577076, 1.7112333219794995]
[8, 64, 8, 4];0.6713221353863801;[0.021845005693002486];[0.021845005692987873, 0.7384383160154061]
[4, 4, 1, 1];0.12350589766903738;[0.0024140807674471235];[0.00241408076744906, -0.06834622617195331]
[8, 4, 32, 3];0.04036953126629005;[0.2032281068555852];[0.20322810685558654, -0.24221802913194584]
[4, 2, 4, 4];0.061839818583320307;[0.026506649119408286];[0.026506649119404913, -0.11137017994561767]
[1, 32, 32, 0];0.06355719527901822;[0.30404044714334316];[0.3040404471433439, 0.2122188379545328]
[32, 2, 16, 5];0.010684828472984262;[-0.2493975868426585];[-0.24939758684265834, -0.3654006044099424]
[1, 16, 32, 4];0.12964946321396592;[0.29991046690586126];[0.29991046690585704, -0.019222876575631345]
[32, 16, 1, 2];0.010348974254214393;[-0.3688279335430824];[-0.3688279335430806, -0.09242040690904856]
[32, 32, 1, 1];0.2401489548063785;[-0.36469795330559795];[-0.3646979533055971, 0.13902130762112275]
[8, 2, 64, 1];0.025762973861750575;[0.46520589539676954];[0.46520589539677804, -0.4214814643271536]
[2, 1, 256, 4];0.015891368302694116;[2.120127595090441];[2.1201275950904597, -1.2955911539085712]
[2, 64, 1, 4];0.5797586814305924;[0.04464004233578027];[0.04464004233576401, 0.8136784509329713]
[8, 8, 8, 5];0.08303147783063952;[0.007390074861804479];[0.007390074861798861, -0.0716076848401993]
[1, 128, 16, 1];0.3371980562159028;[0.19757331053282062];[0.1975733105327988, 1.6760357355750422]
[8, 2, 4, 5];0.02762248136577515;[-0.026970422236111517];[-0.026970422236116297, -0.139606675179148]
[16, 1, 32, 2];0.01670031516362915;[0.09549959285001447];[0.09549959285001966, -0.3420863410734209]
[32, 8, 1, 5];0.009519286715122817;[-0.3708929236618225];[-0.370892923661825, -0.20814126417412837]
[4, 16, 1, 3];0.1987751995054464;[0.005511565945562918];[0.005511565945558438, 0.10523505972568165]
[4, 16, 1, 4];0.48293874552496546;[0.005511565945563784];[0.005511565945557294, 0.1052350597256841]
[16, 32, 1, 2];0.025789069357247476;[-0.15078966788351453];[-0.15078966788351825, 0.25196728855525524]
[1, 256, 4, 4];0.3573553306225952;[0.13217788890612947];[0.13217788890607526, 3.583944409646038]
[1, 1, 128, 0];0.008175900135620246;[1.0835207186458304];[1.0835207186458458, -0.6871991465844726]
[4, 32, 32, 4];0.6856632974761493;[0.2639326436267061];[0.2639326436266992, 0.1910414665293929]
[8, 64, 32, 4];0.558501758377387;[0.21871553274615635];[0.21871553274614372, 0.6256884003562078]
[4, 1, 4, 2];0.030650000845627336;[0.02624852535456367];[0.026248525354564477, -0.1258352871037583]
[1, 2, 16, 3];0.01634256963890143;[0.16504971616262476];[0.16504971616262398, -0.14656776635006982]
[4, 16, 64, 4];0.4809435541858118;[0.5222966994600926];[0.5222966994600916, -0.19073346887971204]
[1, 2, 256, 2];0.00805641249736145;[2.133754986694162];[2.1337549866941843, -1.2740669229420574]
[64, 2, 2, 5];0.0029064681869894362;[-0.7920552984678301];[-0.7920552984678263, -0.5255217821436703]
[16, 1, 16, 5];0.045226998756063445;[-0.03574742518541873];[-0.03574742518542097, -0.2669197306339481]
[1, 1, 64, 3];0.008106574335140173;[0.5585326465040895];[0.5585326465040932, -0.38653270482660285]
[2, 64, 128, 4];0.5334816097357455;[1.0864132479920525];[1.0864132479920476, 0.21704348056971245]
[1, 4, 256, 5];0.03255401442640295;[2.1342712342238506];[2.1342712342238666, -1.2451367086257785]
[1, 4, 32, 2];0.03253494153823394;[0.2968129817277454];[0.2968129817277476, -0.1928041624732662]
[2, 1, 2, 0];0.01576661472522546;[0.036581183777892774];[0.036581183777897076, -0.10232121318206341]
[2, 4, 16, 0];0.06303123691902143;[0.15219669585342765];[0.15219669585343265, -0.12469667584218846]
[1, 128, 1, 3];0.20477312952596252;[0.07452923112460143];[0.074529231124574, 1.7465044328620465]
[1, 1, 4, 0];0.00815290895761051;[0.06635632887120234];[0.06635632887120685, -0.10465791567861371]
[2, 1, 1, 5];0.015807552825180263;[0.02837824515068242];[0.028378245150676495, -0.0976233000295852]
[1, 128, 128, 4];0.33275506792913867;[1.116302436780874];[1.1163024367808565, 1.1498694624987902]
[8, 2, 8, 3];0.027616609202230993;[0.005841332272745727];[0.005841332272745324, -0.15839832778901902]
[2, 8, 16, 3];0.12537307034525552;[0.15322919091280165];[0.15322919091279982, -0.06683624720963796]
[2, 4, 8, 2];0.06356604075309175;[0.08657318683571147];[0.08657318683571177, -0.08711337062245089]
[1, 8, 16, 5];0.0650819234202966;[0.1665984587516836];[0.1665984587516775, -0.059777123401249924]
[1, 64, 4, 4];0.32172867545573736;[0.08261812605630464];[0.0826181260562884, 0.8066438352839544]
[2, 32, 2, 4];0.47503056778048464;[0.04458302048802429];[0.044583020488014366, 0.34609710872015736]
[64, 4, 1, 5];0.0029463463754466554;[-0.7997419895653591];[-0.7997419895653556, -0.4918936546749322]
[8, 1, 32, 1];0.017591628808180056;[0.20245373556105492];[0.20245373556106072, -0.2856133506063581]
[1, 4, 1, 2];0.03217401410969283;[0.04252188428408847];[0.042521884284087964, -0.04716885474680151]
[32, 2, 1, 0];0.026660160957121586;[-0.37244166625088404];[-0.3724416662508754, -0.2949319071229554]
[2, 2, 32, 3];0.021643391213705482;[0.2829274663591805];[0.2829274663591812, -0.22879350059791867]
[4, 1, 16, 2];0.024899361463462562;[0.12468378888114055];[0.12468378888114244, -0.18221024493335755]
[1, 1, 512, 0];0.008192395955137318;[4.23344915149629];[4.23344915149634, -2.491197797131649]
[4, 1, 32, 5];0.03120160215294674;[0.25593080691657916];[0.25593080691657644, -0.2573768553728163]
[1, 1, 256, 4];0.008169726262560911;[2.1334968629293214];[2.1334968629293396, -1.2885320301001884]
[128, 4, 1, 5];0.0030634019058941573;[-1.6553751312536895];[-1.6553751312536757, -0.9436775784114528]
[8, 256, 8, 1];0.3369266055565001;[0.07140476854282518];[0.07140476854277779, 3.515738890377482]
[1, 2, 16, 5];0.01631854243153002;[0.16504971616262656];[0.16504971616262168, -0.1465677663500651]
[2, 1, 2, 2];0.015795591950279974;[0.03658118377789453];[0.036581183777894814, -0.10232121318205877]
[4, 16, 128, 4];0.48333858813594643;[1.0472847716018359];[1.047284771601841, -0.4913999106375747]
[4, 64, 4, 5];0.14848627949781054;[0.042510322539664996];[0.042510322539647274, 0.7854664638588075]
[8, 16, 1, 3];0.40901208195730243;[-0.04796550540995771];[-0.047965505409961556, 0.07699856449214913]
[16, 2, 32, 2];0.01541625298125011;[0.09575771661485732];[0.09575771661486229, -0.32762123391528497]
[4, 8, 2, 1];0.23145646782149074;[0.011649514454033198];[0.011649514454034423, -0.015183710691876465]
[2, 128, 1, 0];0.024773618098694522;[0.06115996328571853];[0.06115996328569737, 1.7394453090536564]
[1, 2, 2, 5];0.01620135459225444;[0.05020857538162024];[0.050208575381614, -0.08079698221553266]
[32, 64, 1, 1];0.3060139855563151;[-0.3564379928306272];[-0.3564379928306327, 0.6019047366814698]
[8, 4, 16, 2];0.0232172459698296;[0.07198108882014848];[0.07198108882015035, -0.16705141869248252]
[8, 32, 4, 4];0.8416677648531075;[-0.01922670929082718];[-0.019226709290835964, 0.2943465395649253]
[32, 4, 1, 1];0.10025139429925937;[-0.3719254187211975];[-0.3719254187211911, -0.2660016928066813]
[128, 1, 4, 0];0.01357183163920334;[-1.6315406866665783];[-1.6315406866665536, -1.001166639343272]
[1, 2, 1, 2];0.01575402215581243;[0.0420056367544028];[0.042005636754402643, -0.07609906906307319]
[64, 4, 1, 2];0.0029811004063522205;[-0.799741989565362];[-0.7997419895653525, -0.4918936546749393]
[16, 16, 2, 2];0.031847521631768544;[-0.14671670949378515];[-0.1467167094937856, 0.015827660872615005]
[1, 1, 4, 3];0.00815210033147789;[0.06635632887120504];[0.06635632887120335, -0.10465791567860648]
[2, 1, 128, 0];0.009693456851544628;[1.0701514508069503];[1.0701514508069663, -0.6942582703928556]
[32, 2, 32, 1];0.033862804249978035;[-0.11815056880722621];[-0.11815056880721655, -0.44056721484941763]
[16, 64, 1, 2];0.020129646034832638;[-0.14252970740854376];[-0.14252970740855378, 0.7148507176156024]
[8, 2, 64, 0];0.011024972010140134;[0.4652058953967687];[0.4652058953967793, -0.421481464327156]
[4, 64, 2, 2];0.2749123514118855;[0.026104445285232973];[0.026104445285221104, 0.7948622901637336]
[8, 64, 16, 1];0.4463760598825446;[0.08746851471071783];[0.08746851471070981, 0.7008550107956663]
[4, 32, 2, 4];0.6974345712781012;[0.01784448481026395];[0.017844484810254385, 0.3319788611033911]
[32, 16, 1, 4];0.4041311901221694;[-0.36882793354308074];[-0.36882793354308285, -0.09242040690904382]
[2, 2, 32, 4];0.03189767541510706;[0.28292746635918137];[0.2829274663591801, -0.22879350059791623]
[2, 4, 2, 1];0.06306958258884418;[0.03735555507242219];[0.03735555507242389, -0.05892589170765368]
[4, 2, 32, 0];0.025819850320655056;[0.2561889306814175];[0.2561889306814245, -0.24291174821469214]
[8, 128, 1, 0];0.012276339836514376;[-0.01905564374756253];[-0.019055643747582597, 1.6970905662033573]
[64, 128, 1, 4];0.2954599302559973;[-0.7677346427248481];[-0.7677346427248675, 1.301779632933911]
[8, 32, 1, 5];0.3690499503825764;[-0.04383552517247057];[-0.043835525172481626, 0.30844027902232746]
[16, 8, 32, 4];0.3374028752376272;[0.09730645920391612];[0.09730645920391591, -0.2408305909664651]
[256, 2, 2, 3];0.0030439813932433848;[-3.3589547235328228];[-3.358954723532784, -1.8808735533532377]
[2, 64, 1, 0];0.35544435414961023;[0.04464004233577682];[0.04464004233576835, 0.8136784509329616]
[8, 4, 4, 1];0.15366844112759423;[-0.02645417470642931];[-0.02645417470642653, -0.11067646086288571]
[1, 32, 1, 3];0.17974908031694328;[0.049749349699688784];[0.04974934969968072, 0.3578541456810047]
[4, 8, 32, 4];0.2386800443337958;[0.2577376732704781];[0.257737673270476, -0.15612110526586753]
[1, 256, 1, 0];0.22192223617761436;[0.10756907302448197];[0.1075690730244352, 3.598038149103429]
[16, 1, 32, 4];0.04656964986409588;[0.09549959285001629];[0.09549959285001751, -0.3420863410734162]
[8, 4, 1, 1];0.16748663823720225;[-0.05106299058807357];[-0.051062990588071025, -0.09658272140548578]
[1, 128, 1, 0];0.20469233862630792;[0.07452923112459867];[0.07452923112457731, 1.7465044328620392]
[8, 1, 16, 0];0.030963346991535187;[0.07120671752561816];[0.07120671752562459, -0.2104467401668949]
[1, 2, 64, 4];0.016364422780777967;[0.5587907702689332];[0.5587907702689348, -0.37206759766846453]
[1, 32, 512, 1];0.1625667673792998;[4.24145098820642];[4.241450988206461, -2.042779475229435]
[4, 8, 32, 5];0.22223390114704708;[0.25773767327047903];[0.25773767327047475, -0.1561211052658653]
[4, 1, 256, 3];0.015315896045114206;[2.09338905941268];[2.0933890594127007, -1.30970940152534]
[2, 4, 128, 3];0.015946566010295184;[1.0709258221014812];[1.0709258221014906, -0.650862948918441]
[1, 2, 256, 3];0.008063062440938074;[2.1337549866941625];[2.1337549866941834, -1.2740669229420551]
[2, 32, 4, 0];0.31339260107147704;[0.060988897742450164];[0.06098889774244865, 0.3367012824152145]
[32, 1, 8, 4];0.021914952068221406;[-0.3152792196252201];[-0.31527921962521854, -0.3422824063483478]
[16, 4, 2, 3];0.1334393002934151;[-0.14981419467189833];[-0.14981419467189844, -0.15775362502501283]
[1, 16, 8, 0];0.1263944642767979;[0.10303993985270397];[0.10303993985270572, 0.09352703908355765]
[8, 16, 2, 1];0.5900551108254277;[-0.03976256678274473];[-0.039762566782744535, 0.07230065133967771]
[1, 32, 2, 3];0.17990512158320157;[0.05795228832690358];[0.05795228832689555, 0.3531562325285381]
[4, 4, 64, 5];0.12426617108098038;[0.5191992142819792];[0.5191992142819788, -0.3643147547773399]
[4, 4, 64, 2];0.011097841740322729;[0.5191992142819767];[0.5191992142819822, -0.364314754777347]
[32, 4, 8, 3];0.010646909319731038;[-0.31450484833069253];[-0.31450484833068953, -0.29888708487394267]
[2, 4, 64, 3];0.017271105663621073;[0.5459377499597379];[0.5459377499597411, -0.3501965071605784]
[1, 1, 256, 0];0.008175012257468335;[2.1334968629293174];[2.1334968629293445, -1.2885320301001977]
[2, 1, 256, 1];0.008615438621146252;[2.1201275950904384];[2.120127595090463, -1.2955911539085785]
[32, 4, 4, 4];0.10351478754332624;[-0.3473166028395507];[-0.3473166028395499, -0.28009543226407396]
[1, 8, 4, 4];0.06453845458160484;[0.06816319522510582];[0.06816319522510066, -0.003402165571653042]
[32, 1, 4, 3];0.025653281445941683;[-0.3480909741340801];[-0.34809097413407686, -0.3234907537384838]
[4, 64, 2, 1];0.8276087825544799;[0.026104445285232102];[0.026104445285222242, 0.7948622901637311]
[8, 1, 4, 0];0.038064241129011855;[-0.027228546000958722];[-0.027228546000953348, -0.15407178233729563]
[8, 4, 128, 4];0.15790909596562167;[0.9907102150682013];[0.9907102150682092, -0.6932176917687375]
[128, 2, 2, 4];0.006148624700077197;[-1.6476884401561613];[-1.647688440156145, -0.9773057058801936]
[2, 4, 8, 3];0.06376396802895078;[0.08657318683571237];[0.08657318683571055, -0.0871133706224485]
[128, 4, 2, 4];0.012110418322710344;[-1.6471721926264753];[-1.6471721926264598, -0.9483754915639218]
[4, 1, 8, 1];0.02344755909276573;[0.059060279863421786];[0.05906027986342489, -0.1446269397136271]
[8, 4, 16, 5];0.17366236967836374;[0.07198108882015118];[0.07198108882014698, -0.16705141869247533]
[16, 8, 2, 1];0.3423254971086008;[-0.14878169961252874];[-0.14878169961252566, -0.09989319639247418]
[64, 4, 2, 2];0.006367836452183183;[-0.7915390509381468];[-0.7915390509381375, -0.4965915678274059]
[1, 2, 512, 3];0.008172795545871324;[4.233707275261136];[4.23370727526118, -2.476732689973505]
[8, 256, 4, 4];0.18938709228583347;[0.03859301403396828];[0.03859301403391488, 3.5345305429873566]
[128, 4, 2, 2];0.006201891667392557;[-1.647172192626477];[-1.6471721926264573, -0.9483754915639266]
[16, 16, 2, 5];0.030980585022205343;[-0.14671670949378254];[-0.146716709493789, 0.015827660872622218]
[2, 32, 2, 2];0.3143827650500103;[0.04458302048802252];[0.04458302048801663, 0.34609710872015254]
[1, 128, 8, 2];0.02648531802006745;[0.13194980151510352];[0.1319498015150789, 1.7136190407947778]
[16, 2, 1, 1];0.09077176989547435;[-0.15853338082880056];[-0.1585333808287963, -0.18198592618882267]
[2, 2, 256, 5];0.031461636933329075;[2.120385718855285];[2.1203857188553017, -1.2811260467504337]
[8, 16, 4, 4];0.6453218581357678;[-0.023356689528312664];[-0.023356689528318278, 0.06290482503475167]
[8, 128, 16, 4];0.2521638416744097;[0.1039884356606621];[0.10398843566063522, 1.6266218689163674]
[2, 2, 16, 5];0.021610481292818128;[0.1516804483237463];[0.15168044832374178, -0.15362689015844827]
[8, 64, 2, 3];0.040090930013079576;[-0.027372626070286763];[-0.027372626070300086, 0.7666257949302033]
[2, 128, 32, 1];0.4465294564564986;[0.31545106072937634];[0.3154510607293559, 1.5938100013271943]
[16, 2, 4, 3];0.027573028331460428;[-0.13392456494715455];[-0.13392456494715405, -0.19607966564621773]
[8, 128, 2, 4];0.29285089235449907;[-0.010852705120344376];[-0.010852705120372232, 1.6923926530509]
[8, 16, 2, 4];0.6308797635857094;[-0.0397625667827421];[-0.03976256678274786, 0.07230065133968494]
[2, 32, 8, 5];0.11461499378396013;[0.09380065225131357];[0.09380065225130226, 0.3179096298053602]
[64, 16, 2, 4];0.06895494883851162;[-0.7884415657600312];[-0.788441565760028, -0.3230102819297709]
[4, 1, 1, 1];0.030980523237323216;[0.0016397094729185455];[0.001639709472921108, -0.1117415476463609]
[2, 4, 64, 0];0.011500020676602348;[0.5459377499597352];[0.5459377499597444, -0.35019650716058554]
[1, 128, 8, 0];0.026539671272705127;[0.1319498015151018];[0.1319498015150812, 1.7136190407947727]
[1, 256, 4, 5];0.10354769064898321;[0.13217788890613055];[0.13217788890607438, 3.5839444096460404]
[16, 1, 16, 0];0.025019729197585133;[-0.03574742518542314];[-0.03574742518541545, -0.26691973063395996]
[2, 8, 1, 1];0.12597168517943802;[0.030185111504578758];[0.0301851115045796, 0.0036324500773564066]
[8, 16, 2, 2];0.4437862979541343;[-0.03976256678274384];[-0.0397625667827456, 0.07230065133968011]
[4, 8, 32, 2];0.014477664398566993;[0.2577376732704763];[0.2577376732704782, -0.15612110526587225]
[128, 64, 1, 4];0.12666825474407045;[-1.63988770536312];[-1.6398877053631167, -0.07577114892330415]
[256, 1, 4, 1];0.014431636388253262;[-3.342806970043238];[-3.342806970043195, -1.9047344868163119]
[8, 2, 2, 1];0.07706285561986449;[-0.04337629949054446];[-0.04337629949054144, -0.13021084887422427]
[32, 4, 8, 4];0.0850866033414267;[-0.3145048483306917];[-0.3145048483306907, -0.2988870848739403]
[4, 32, 32, 1];0.5807795433673816;[0.26393264362670354];[0.26393264362670277, 0.19104146652938583]
[1, 8, 8, 5];0.06506688504223683;[0.10097494973396565];[0.10097494973395886, -0.02219381818151734]
[128, 128, 1, 1];0.13501973963662037;[-1.623367784413181];[-1.623367784413184, 0.8499957091973829]
